Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2017-100139,2016-04-02,2016-04-02,Standard Class,CUST-6456,Corporate,United States,Dallas,Texas,69898,South,PROD-044240,Furniture,Storage,Plastic Storage Box,1789.05,3,0.2,-183.38
CA-2018-100140,2017-09-04,2017-09-09,Same Day,CUST-5911,Corporate,United States,New York,New York,58281,East,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1876.17,4,0.0,296.71
CA-2016-100141,2017-06-27,2017-06-30,Second Class,CUST-8871,Consumer,United States,Dallas,Texas,92447,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,1185.28,6,0.0,-101.38
CA-2017-100142,2018-06-22,2018-06-27,Same Day,CUST-3481,Corporate,United States,Houston,Texas,63788,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,619.79,6,0.1,84.62
CA-2018-100143,2018-09-06,2018-09-12,First Class,CUST-3837,Corporate,United States,Dallas,Texas,54869,South,PROD-598119,Technology,Machines,Inkjet Printer,1754.65,5,0.1,-57.19
CA-2016-100144,2017-09-03,2017-09-06,First Class,CUST-5735,Home Office,United States,Houston,Texas,74094,South,PROD-316180,Office Supplies,Storage,Mobile File Cart,2989.17,5,0.2,-81.68
CA-2017-100145,2018-02-16,2018-02-22,First Class,CUST-3399,Corporate,United States,New York,New York,47700,East,PROD-181520,Technology,Phones,Cordless Office Phone,1474.19,4,0.3,-105.56
CA-2018-100146,2017-07-09,2017-07-13,Standard Class,CUST-2789,Home Office,United States,San Jose,California,41363,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,1140.63,6,0.0,54.73
CA-2016-100147,2018-08-25,2018-08-26,Standard Class,CUST-1084,Home Office,United States,Chicago,Illinois,63334,Central,PROD-844518,Technology,Copiers,Commercial Copier 3000,785.12,6,0.2,-5.73
CA-2017-100148,2016-05-01,2016-05-02,Standard Class,CUST-9767,Home Office,United States,New York,New York,32946,East,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,2273.14,4,0.1,822.8
CA-2018-100149,2017-08-15,2017-08-15,Second Class,CUST-5888,Home Office,United States,San Jose,California,24064,West,PROD-391017,Office Supplies,Art,Highlighter Pack,1835.08,6,0.3,612.1
CA-2016-100150,2016-10-01,2016-10-08,First Class,CUST-4159,Consumer,United States,Philadelphia,Pennsylvania,31298,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,734.54,6,0.2,201.6
CA-2017-100151,2017-01-30,2017-02-01,Same Day,CUST-8007,Home Office,United States,Philadelphia,Pennsylvania,21368,East,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1099.62,2,0.3,-6.42
CA-2018-100152,2017-05-23,2017-05-23,First Class,CUST-7284,Consumer,United States,San Diego,California,44995,West,PROD-389073,Office Supplies,Art,Dry Erase Markers,1416.63,3,0.1,-230.52
CA-2016-100153,2016-08-30,2016-09-06,First Class,CUST-3616,Corporate,United States,Dallas,Texas,50760,South,PROD-181520,Technology,Phones,Cordless Office Phone,1332.79,3,0.1,499.02
CA-2017-100154,2018-09-06,2018-09-08,Same Day,CUST-7121,Corporate,United States,Dallas,Texas,71712,South,PROD-913145,Technology,Accessories,Wireless Mouse,3630.11,6,0.0,418.57
CA-2018-100155,2018-12-17,2018-12-22,Second Class,CUST-2838,Consumer,United States,Dallas,Texas,76255,South,PROD-044240,Furniture,Storage,Plastic Storage Box,372.19,2,0.3,-48.48
CA-2016-100156,2017-02-24,2017-03-03,Second Class,CUST-9361,Corporate,United States,New York,New York,69432,East,PROD-034706,Furniture,Storage,Mobile File Cart,1269.27,4,0.3,258.5
CA-2017-100157,2017-09-23,2017-09-23,Same Day,CUST-5169,Consumer,United States,Houston,Texas,85800,South,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,1685.42,3,0.0,608.01
CA-2018-100158,2016-05-21,2016-05-28,Second Class,CUST-5703,Corporate,United States,Chicago,Illinois,27750,Central,PROD-844518,Technology,Copiers,Commercial Copier 3000,1012.44,4,0.3,25.7
CA-2016-100159,2016-09-29,2016-10-04,Second Class,CUST-3924,Home Office,United States,San Antonio,Texas,79316,South,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,548.03,1,0.3,111.85
CA-2017-100160,2018-05-18,2018-05-24,Standard Class,CUST-5055,Corporate,United States,Philadelphia,Pennsylvania,30332,East,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,453.97,1,0.3,76.7
CA-2018-100161,2016-02-02,2016-02-05,Standard Class,CUST-2102,Consumer,United States,San Jose,California,14400,West,PROD-173509,Office Supplies,Appliances,Office Shredder,831.22,2,0.3,52.68
CA-2016-100162,2017-03-20,2017-03-20,Standard Class,CUST-9255,Corporate,United States,Houston,Texas,85511,South,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,440.82,2,0.1,172.54
CA-2017-100163,2018-12-03,2018-12-06,Same Day,CUST-5923,Corporate,United States,New York,New York,82970,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,1596.07,5,0.2,582.49
CA-2018-100164,2018-02-19,2018-02-24,Same Day,CUST-7688,Consumer,United States,Phoenix,Arizona,59343,West,PROD-034706,Furniture,Storage,Mobile File Cart,1088.36,2,0.2,342.32
CA-2016-100165,2016-10-22,2016-10-29,Second Class,CUST-7761,Corporate,United States,Dallas,Texas,79467,South,PROD-266564,Furniture,Furnishings,Desk Lamp,499.96,3,0.0,176.65
CA-2017-100166,2018-01-29,2018-01-30,Standard Class,CUST-1844,Corporate,United States,San Antonio,Texas,98299,South,PROD-797682,Technology,Phones,Smartphone X 128GB,1160.46,2,0.1,101.7
CA-2018-100167,2017-11-12,2017-11-16,Second Class,CUST-4470,Consumer,United States,Los Angeles,California,72773,West,PROD-044240,Furniture,Storage,Plastic Storage Box,2344.08,4,0.2,621.9
CA-2016-100168,2018-02-18,2018-02-25,First Class,CUST-6053,Corporate,United States,Philadelphia,Pennsylvania,77215,East,PROD-943888,Office Supplies,Storage,Plastic Storage Box,1815.58,6,0.2,632.91
CA-2017-100169,2018-01-29,2018-02-03,Same Day,CUST-1749,Home Office,United States,Houston,Texas,29126,South,PROD-344928,Furniture,Tables,Adjustable Standing Desk,302.8,3,0.2,-18.77
CA-2018-100170,2017-05-18,2017-05-25,First Class,CUST-5216,Corporate,United States,San Diego,California,70401,West,PROD-000013,Furniture,Tables,Office Desk Table,808.71,2,0.3,-72.44
CA-2016-100171,2016-04-30,2016-04-30,Second Class,CUST-1794,Consumer,United States,San Antonio,Texas,28021,South,PROD-913145,Technology,Accessories,Wireless Mouse,675.37,6,0.1,69.86
CA-2017-100172,2018-02-03,2018-02-03,Same Day,CUST-8993,Consumer,United States,New York,New York,79758,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,340.71,1,0.2,41.38
CA-2018-100173,2017-08-10,2017-08-10,Same Day,CUST-3937,Consumer,United States,Los Angeles,California,78732,West,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,1694.13,5,0.2,-67.1
CA-2016-100174,2018-03-23,2018-03-24,First Class,CUST-7652,Corporate,United States,San Jose,California,41877,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,3979.86,6,0.0,765.09
CA-2017-100175,2016-03-05,2016-03-06,Same Day,CUST-7213,Corporate,United States,Dallas,Texas,72390,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,281.67,1,0.3,52.66
CA-2018-100176,2017-11-09,2017-11-10,Second Class,CUST-4764,Consumer,United States,San Jose,California,72324,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,4445.04,6,0.0,-410.67
CA-2016-100177,2017-10-06,2017-10-06,Standard Class,CUST-3362,Home Office,United States,San Antonio,Texas,20084,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,2339.92,5,0.3,482.54
CA-2017-100178,2017-11-10,2017-11-16,Standard Class,CUST-2284,Home Office,United States,Philadelphia,Pennsylvania,17038,East,PROD-266564,Furniture,Furnishings,Desk Lamp,193.04,1,0.3,73.62
CA-2018-100179,2017-10-30,2017-10-30,First Class,CUST-8381,Corporate,United States,Houston,Texas,56636,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,763.5,2,0.3,-113.44
CA-2016-100180,2017-08-27,2017-08-30,Second Class,CUST-2344,Corporate,United States,Chicago,Illinois,59807,Central,PROD-444595,Technology,Accessories,Mechanical Keyboard,875.27,3,0.0,-172.33
CA-2017-100181,2017-09-23,2017-09-30,First Class,CUST-5419,Consumer,United States,Chicago,Illinois,21442,Central,PROD-293155,Furniture,Furnishings,Wall Clock,1561.06,5,0.3,-215.46
CA-2018-100182,2016-07-02,2016-07-07,Second Class,CUST-6315,Corporate,United States,New York,New York,48253,East,PROD-943888,Office Supplies,Storage,Plastic Storage Box,3895.58,6,0.1,557.75
CA-2016-100183,2016-12-13,2016-12-19,Standard Class,CUST-3274,Corporate,United States,Phoenix,Arizona,45180,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,490.79,2,0.3,-9.89
CA-2017-100184,2016-06-06,2016-06-11,First Class,CUST-5040,Home Office,United States,San Diego,California,87831,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,112.71,1,0.0,41.62
CA-2018-100185,2017-11-11,2017-11-17,First Class,CUST-8212,Corporate,United States,San Antonio,Texas,95332,South,PROD-444595,Technology,Accessories,Mechanical Keyboard,1308.29,3,0.1,114.35
CA-2016-100186,2016-12-29,2017-01-04,First Class,CUST-5775,Home Office,United States,San Diego,California,85481,West,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1373.64,3,0.3,26.11
CA-2017-100187,2017-02-13,2017-02-15,Second Class,CUST-8563,Home Office,United States,Houston,Texas,67469,South,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1944.06,4,0.1,349.93
CA-2018-100188,2017-05-10,2017-05-14,Standard Class,CUST-7932,Corporate,United States,Los Angeles,California,68860,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,1427.15,5,0.3,180.09
CA-2016-100189,2018-01-06,2018-01-07,Second Class,CUST-5067,Home Office,United States,Philadelphia,Pennsylvania,31802,East,PROD-181520,Technology,Phones,Cordless Office Phone,1622.76,3,0.3,-221.4
CA-2017-100190,2016-07-20,2016-07-24,Standard Class,CUST-9366,Home Office,United States,Dallas,Texas,83137,South,PROD-444595,Technology,Accessories,Mechanical Keyboard,853.07,3,0.1,5.95
CA-2018-100191,2016-02-20,2016-02-27,Second Class,CUST-5840,Corporate,United States,Los Angeles,California,25213,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,749.89,3,0.1,84.49
CA-2016-100192,2017-12-14,2017-12-21,Second Class,CUST-8178,Home Office,United States,San Diego,California,51800,West,PROD-000013,Furniture,Tables,Office Desk Table,463.17,6,0.2,87.44
CA-2017-100193,2016-12-02,2016-12-05,Standard Class,CUST-3623,Corporate,United States,Dallas,Texas,65885,South,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,636.88,6,0.3,23.79
CA-2018-100194,2017-02-08,2017-02-15,Same Day,CUST-7370,Consumer,United States,Houston,Texas,36972,South,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,386.52,5,0.1,7.53
CA-2016-100195,2017-02-07,2017-02-14,Second Class,CUST-5298,Home Office,United States,San Diego,California,79168,West,PROD-598119,Technology,Machines,Inkjet Printer,1585.36,5,0.0,13.88
CA-2017-100196,2018-07-26,2018-07-28,First Class,CUST-2388,Home Office,United States,Chicago,Illinois,51049,Central,PROD-244766,Furniture,Chairs,Executive Leather Chair,135.47,1,0.1,14.43
CA-2018-100197,2018-05-06,2018-05-08,Same Day,CUST-7931,Consumer,United States,San Diego,California,93296,West,PROD-913145,Technology,Accessories,Wireless Mouse,844.65,4,0.1,-9.5
CA-2016-100198,2018-07-12,2018-07-12,First Class,CUST-1157,Corporate,United States,Chicago,Illinois,35575,Central,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,1538.13,4,0.3,347.75
CA-2017-100199,2018-06-28,2018-07-05,Standard Class,CUST-2354,Home Office,United States,New York,New York,38905,East,PROD-499462,Office Supplies,Binders,D-Ring Binder 3in,778.32,2,0.1,208.94
CA-2018-100200,2018-10-11,2018-10-12,Second Class,CUST-5389,Home Office,United States,Philadelphia,Pennsylvania,81046,East,PROD-728041,Furniture,Furnishings,Picture Frame Set,1583.74,2,0.0,382.62
CA-2016-100201,2017-05-21,2017-05-25,Second Class,CUST-8368,Corporate,United States,Philadelphia,Pennsylvania,21401,East,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1039.21,2,0.2,329.04
CA-2017-100202,2018-05-26,2018-05-28,Standard Class,CUST-4385,Consumer,United States,New York,New York,84720,East,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,1733.28,5,0.2,671.47
CA-2018-100203,2017-08-22,2017-08-26,First Class,CUST-9428,Home Office,United States,Los Angeles,California,27771,West,PROD-499462,Office Supplies,Binders,D-Ring Binder 3in,571.73,6,0.1,-28.7
CA-2016-100204,2017-10-21,2017-10-24,Same Day,CUST-9019,Consumer,United States,San Jose,California,92890,West,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1457.33,4,0.0,60.79
CA-2017-100205,2017-07-23,2017-07-28,Same Day,CUST-8996,Corporate,United States,San Jose,California,10324,West,PROD-181520,Technology,Phones,Cordless Office Phone,2558.37,6,0.2,793.26
CA-2018-100206,2018-12-30,2019-01-05,Standard Class,CUST-8039,Consumer,United States,San Diego,California,45197,West,PROD-391017,Office Supplies,Art,Highlighter Pack,1625.6,5,0.3,443.76
CA-2016-100207,2016-04-09,2016-04-09,Second Class,CUST-8529,Consumer,United States,Los Angeles,California,30707,West,PROD-943888,Office Supplies,Storage,Plastic Storage Box,597.03,4,0.1,196.6
CA-2017-100208,2017-09-10,2017-09-12,First Class,CUST-2529,Home Office,United States,Philadelphia,Pennsylvania,42819,East,PROD-000013,Furniture,Tables,Office Desk Table,256.07,1,0.2,60.33
CA-2018-100209,2017-04-24,2017-04-30,Second Class,CUST-2559,Consumer,United States,Houston,Texas,72496,South,PROD-472516,Furniture,Chairs,Mesh Task Chair,585.14,2,0.3,-113.77
CA-2016-100210,2017-12-04,2017-12-05,Same Day,CUST-3165,Corporate,United States,Los Angeles,California,40008,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,203.29,1,0.2,-23.93
CA-2017-100211,2016-09-29,2016-10-01,Second Class,CUST-9691,Home Office,United States,New York,New York,89995,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,1564.2,3,0.1,550.5
CA-2018-100212,2018-06-25,2018-06-28,Second Class,CUST-2646,Consumer,United States,Los Angeles,California,87276,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,918.11,4,0.1,-47.12
CA-2016-100213,2016-06-21,2016-06-24,First Class,CUST-1439,Home Office,United States,Phoenix,Arizona,36928,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,1400.5,3,0.1,135.75
CA-2017-100214,2016-08-18,2016-08-21,Same Day,CUST-2163,Home Office,United States,New York,New York,57329,East,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,1528.14,5,0.1,393.7
CA-2018-100215,2016-05-29,2016-05-29,Second Class,CUST-1225,Corporate,United States,Houston,Texas,15220,South,PROD-728041,Furniture,Furnishings,Picture Frame Set,1059.9,3,0.3,57.39
CA-2016-100216,2018-04-03,2018-04-04,Standard Class,CUST-5546,Consumer,United States,Phoenix,Arizona,20357,West,PROD-913145,Technology,Accessories,Wireless Mouse,1323.83,5,0.0,-18.4
CA-2017-100217,2018-06-14,2018-06-17,Second Class,CUST-5005,Consumer,United States,San Antonio,Texas,25202,South,PROD-173509,Office Supplies,Appliances,Office Shredder,1443.24,3,0.1,-185.22
CA-2018-100218,2016-10-08,2016-10-08,Standard Class,CUST-9133,Corporate,United States,Dallas,Texas,77793,South,PROD-245086,Technology,Machines,All-in-One Printer,254.18,3,0.2,60.94
CA-2016-100219,2016-08-29,2016-08-29,First Class,CUST-8034,Corporate,United States,Dallas,Texas,18371,South,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1174.02,4,0.2,-195.75
CA-2017-100220,2016-12-07,2016-12-12,Standard Class,CUST-5179,Consumer,United States,San Jose,California,98358,West,PROD-797682,Technology,Phones,Smartphone X 128GB,2457.09,6,0.0,774.51
CA-2018-100221,2016-01-26,2016-01-29,Second Class,CUST-8729,Corporate,United States,San Antonio,Texas,29671,South,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,365.17,2,0.3,127.63
CA-2016-100222,2017-10-17,2017-10-21,Second Class,CUST-7108,Consumer,United States,Dallas,Texas,98254,South,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,2748.28,5,0.3,-436.0
CA-2017-100223,2018-08-10,2018-08-14,First Class,CUST-6362,Consumer,United States,Dallas,Texas,69866,South,PROD-000013,Furniture,Tables,Office Desk Table,1087.74,3,0.2,265.13
CA-2018-100224,2017-05-11,2017-05-18,First Class,CUST-9083,Consumer,United States,Dallas,Texas,42129,South,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,152.19,1,0.2,27.63
CA-2016-100225,2016-01-20,2016-01-25,Second Class,CUST-7164,Home Office,United States,Phoenix,Arizona,23624,West,PROD-044240,Furniture,Storage,Plastic Storage Box,1584.65,4,0.0,607.77
CA-2017-100226,2016-10-18,2016-10-22,Second Class,CUST-1719,Consumer,United States,Dallas,Texas,64140,South,PROD-598119,Technology,Machines,Inkjet Printer,434.98,6,0.0,44.91
CA-2018-100227,2018-03-18,2018-03-19,Second Class,CUST-8126,Home Office,United States,Chicago,Illinois,41034,Central,PROD-391017,Office Supplies,Art,Highlighter Pack,1798.65,4,0.2,-16.49
CA-2016-100228,2017-07-10,2017-07-13,Second Class,CUST-4321,Consumer,United States,San Jose,California,24283,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,1051.44,4,0.3,-134.12
CA-2017-100229,2018-01-03,2018-01-06,Same Day,CUST-6051,Corporate,United States,Phoenix,Arizona,25717,West,PROD-472516,Furniture,Chairs,Mesh Task Chair,1985.93,3,0.0,-140.98
CA-2018-100230,2017-11-02,2017-11-04,Second Class,CUST-5066,Corporate,United States,San Antonio,Texas,77300,South,PROD-344928,Furniture,Tables,Adjustable Standing Desk,41.59,2,0.3,13.01
CA-2016-100231,2017-05-26,2017-05-27,Same Day,CUST-2669,Consumer,United States,Los Angeles,California,11567,West,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,1055.71,2,0.2,223.57
CA-2017-100232,2016-06-21,2016-06-25,Second Class,CUST-1357,Consumer,United States,Houston,Texas,94670,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,215.06,3,0.3,-36.48
CA-2018-100233,2018-06-06,2018-06-12,Same Day,CUST-1483,Corporate,United States,San Antonio,Texas,32650,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,614.21,3,0.1,-110.07
CA-2016-100234,2017-05-18,2017-05-22,Same Day,CUST-7750,Home Office,United States,San Diego,California,17992,West,PROD-344928,Furniture,Tables,Adjustable Standing Desk,608.93,2,0.1,108.67
CA-2017-100235,2016-02-09,2016-02-15,First Class,CUST-8859,Home Office,United States,San Diego,California,55093,West,PROD-598119,Technology,Machines,Inkjet Printer,355.09,3,0.2,56.2
CA-2018-100236,2016-03-01,2016-03-05,Second Class,CUST-8728,Home Office,United States,Philadelphia,Pennsylvania,86544,East,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,843.53,2,0.2,101.4
CA-2016-100237,2016-04-24,2016-04-27,Same Day,CUST-6813,Consumer,United States,Chicago,Illinois,41005,Central,PROD-598119,Technology,Machines,Inkjet Printer,109.7,5,0.2,40.43
CA-2017-100238,2016-10-18,2016-10-21,Same Day,CUST-9882,Corporate,United States,Chicago,Illinois,74282,Central,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,966.64,2,0.0,112.0
CA-2018-100239,2016-01-02,2016-01-07,Standard Class,CUST-3137,Corporate,United States,Chicago,Illinois,52413,Central,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,2543.55,5,0.1,673.07
CA-2016-100240,2018-12-13,2018-12-18,Second Class,CUST-7120,Home Office,United States,San Antonio,Texas,86810,South,PROD-344928,Furniture,Tables,Adjustable Standing Desk,306.39,3,0.1,73.35
CA-2017-100241,2018-06-13,2018-06-20,First Class,CUST-3854,Home Office,United States,Dallas,Texas,90440,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,796.56,4,0.2,-98.45
CA-2018-100242,2016-01-04,2016-01-10,Second Class,CUST-3983,Home Office,United States,Philadelphia,Pennsylvania,90134,East,PROD-044240,Furniture,Storage,Plastic Storage Box,467.25,4,0.0,-26.73
CA-2016-100243,2017-10-16,2017-10-18,Second Class,CUST-6500,Corporate,United States,New York,New York,44761,East,PROD-472516,Furniture,Chairs,Mesh Task Chair,283.63,1,0.0,65.87
CA-2017-100244,2016-04-08,2016-04-14,Same Day,CUST-7875,Consumer,United States,San Antonio,Texas,74629,South,PROD-391017,Office Supplies,Art,Highlighter Pack,597.51,1,0.1,-61.19
CA-2018-100245,2016-05-30,2016-05-30,First Class,CUST-1328,Corporate,United States,Phoenix,Arizona,23726,West,PROD-000013,Furniture,Tables,Office Desk Table,531.68,4,0.0,68.18
CA-2016-100246,2016-07-09,2016-07-14,Same Day,CUST-1507,Corporate,United States,Chicago,Illinois,89602,Central,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,241.4,1,0.1,11.0
CA-2017-100247,2017-06-27,2017-07-01,First Class,CUST-4891,Consumer,United States,New York,New York,61498,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,204.3,1,0.3,-30.12
CA-2018-100248,2018-09-10,2018-09-13,Second Class,CUST-1421,Consumer,United States,Chicago,Illinois,93648,Central,PROD-499462,Office Supplies,Binders,D-Ring Binder 3in,175.1,1,0.3,14.46
CA-2016-100249,2017-06-26,2017-06-27,Same Day,CUST-4029,Corporate,United States,San Antonio,Texas,58418,South,PROD-266564,Furniture,Furnishings,Desk Lamp,851.02,3,0.2,-54.68
CA-2017-100250,2017-07-04,2017-07-04,Standard Class,CUST-2584,Consumer,United States,Philadelphia,Pennsylvania,80968,East,PROD-173509,Office Supplies,Appliances,Office Shredder,187.19,5,0.3,54.48
CA-2018-100251,2018-05-07,2018-05-14,Standard Class,CUST-8803,Corporate,United States,Los Angeles,California,61747,West,PROD-797682,Technology,Phones,Smartphone X 128GB,531.76,1,0.3,-51.19
CA-2016-100252,2016-12-08,2016-12-11,Standard Class,CUST-3067,Consumer,United States,San Antonio,Texas,20271,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,588.3,6,0.2,-4.79
CA-2017-100253,2016-05-17,2016-05-18,Same Day,CUST-7510,Home Office,United States,Philadelphia,Pennsylvania,46202,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,2101.39,6,0.3,-278.41
CA-2018-100254,2016-11-02,2016-11-04,Second Class,CUST-2730,Home Office,United States,Los Angeles,California,47498,West,PROD-598119,Technology,Machines,Inkjet Printer,649.99,3,0.3,93.09
CA-2016-100255,2018-08-26,2018-08-26,Standard Class,CUST-5512,Corporate,United States,Chicago,Illinois,91034,Central,PROD-844518,Technology,Copiers,Commercial Copier 3000,2279.08,4,0.2,488.43
CA-2017-100256,2016-04-10,2016-04-17,First Class,CUST-7102,Consumer,United States,Philadelphia,Pennsylvania,49722,East,PROD-391017,Office Supplies,Art,Highlighter Pack,2967.07,6,0.1,-354.18
CA-2018-100257,2018-06-26,2018-07-01,First Class,CUST-7828,Home Office,United States,Los Angeles,California,34633,West,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,1872.7,6,0.2,547.97
CA-2016-100258,2018-11-21,2018-11-23,Second Class,CUST-6097,Home Office,United States,Dallas,Texas,62872,South,PROD-044240,Furniture,Storage,Plastic Storage Box,284.84,2,0.1,86.07
CA-2017-100259,2017-05-25,2017-05-25,Same Day,CUST-1828,Corporate,United States,Houston,Texas,45910,South,PROD-316180,Office Supplies,Storage,Mobile File Cart,4433.06,6,0.0,-243.1
CA-2018-100260,2018-09-28,2018-10-05,Standard Class,CUST-8775,Home Office,United States,Dallas,Texas,55843,South,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,3993.25,6,0.0,-115.64
CA-2016-100261,2018-03-02,2018-03-02,Standard Class,CUST-4511,Consumer,United States,Houston,Texas,98826,South,PROD-344928,Furniture,Tables,Adjustable Standing Desk,104.71,5,0.0,8.84
CA-2017-100262,2016-09-27,2016-09-29,Second Class,CUST-4666,Corporate,United States,San Jose,California,50037,West,PROD-598119,Technology,Machines,Inkjet Printer,1909.63,4,0.3,-93.19
CA-2018-100263,2018-08-13,2018-08-17,Same Day,CUST-2676,Consumer,United States,Dallas,Texas,96816,South,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,1153.13,3,0.3,-186.46
CA-2016-100264,2017-07-20,2017-07-25,First Class,CUST-5278,Home Office,United States,Phoenix,Arizona,34688,West,PROD-044240,Furniture,Storage,Plastic Storage Box,451.72,1,0.3,88.68
CA-2017-100265,2016-10-13,2016-10-13,Same Day,CUST-5843,Corporate,United States,San Antonio,Texas,63031,South,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,2555.62,5,0.1,15.08
CA-2018-100266,2017-03-31,2017-04-07,First Class,CUST-9311,Corporate,United States,Chicago,Illinois,96194,Central,PROD-444595,Technology,Accessories,Mechanical Keyboard,303.42,1,0.2,71.34
CA-2016-100267,2017-01-09,2017-01-14,Second Class,CUST-4641,Corporate,United States,Houston,Texas,50250,South,PROD-391017,Office Supplies,Art,Highlighter Pack,988.11,3,0.3,307.03
CA-2017-100268,2018-08-21,2018-08-21,Second Class,CUST-8736,Consumer,United States,Dallas,Texas,25704,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,172.73,4,0.1,-20.31
CA-2018-100269,2017-02-14,2017-02-19,Same Day,CUST-8496,Consumer,United States,Philadelphia,Pennsylvania,33639,East,PROD-293155,Furniture,Furnishings,Wall Clock,3789.02,6,0.2,684.67
CA-2016-100270,2016-01-10,2016-01-17,First Class,CUST-4430,Consumer,United States,San Jose,California,30766,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1224.3,5,0.3,51.46
CA-2017-100271,2018-09-04,2018-09-10,Second Class,CUST-1618,Home Office,United States,Houston,Texas,58903,South,PROD-000013,Furniture,Tables,Office Desk Table,488.71,1,0.1,-31.4
CA-2018-100272,2017-12-06,2017-12-10,Standard Class,CUST-2682,Corporate,United States,Dallas,Texas,87158,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,193.66,1,0.2,14.24
CA-2016-100273,2018-12-01,2018-12-06,Same Day,CUST-3192,Corporate,United States,San Diego,California,57087,West,PROD-244766,Furniture,Chairs,Executive Leather Chair,167.93,1,0.1,-12.31
CA-2017-100274,2016-02-14,2016-02-16,Second Class,CUST-7006,Home Office,United States,New York,New York,59177,East,PROD-245086,Technology,Machines,All-in-One Printer,3978.85,5,0.0,764.5
CA-2018-100275,2016-02-10,2016-02-10,Second Class,CUST-7828,Corporate,United States,San Antonio,Texas,26199,South,PROD-598119,Technology,Machines,Inkjet Printer,760.42,6,0.0,-14.7
CA-2016-100276,2016-07-25,2016-07-29,Standard Class,CUST-7862,Consumer,United States,Dallas,Texas,90962,South,PROD-000013,Furniture,Tables,Office Desk Table,360.63,1,0.1,96.21
CA-2017-100277,2018-12-07,2018-12-10,First Class,CUST-7713,Corporate,United States,Chicago,Illinois,15164,Central,PROD-844518,Technology,Copiers,Commercial Copier 3000,3584.8,6,0.2,-212.57
